BHP.AX,2020-03-02 10:00:00+11:00,33.05,33.11,31.88,32.33,0,0.0,0.0
BHP.AX,2020-03-02 11:00:00+11:00,32.33,32.53,32.27,32.51,1856052,0.0,0.0
BHP.AX,2020-03-02 12:00:00+11:00,32.51,33.2,32.46,33.09,1982182,0.0,0.0
BHP.AX,2020-03-02 13:00:00+11:00,33.08,33.48,32.99,33.35,1449004,0.0,0.0
BHP.AX,2020-03-02 14:00:00+11:00,33.35,33.46,33.26,33.29,1254587,0.0,0.0
BHP.AX,2020-03-02 15:00:00+11:00,33.29,33.39,33.16,33.39,1730765,0.0,0.0
BHP.AX,2020-03-03 10:00:00+11:00,33.98,34.37,33.92,34.3,0,0.0,0.0
BHP.AX,2020-03-03 11:00:00+11:00,34.3,34.47,34.23,34.42,1035984,0.0,0.0
BHP.AX,2020-03-03 12:00:00+11:00,34.42,34.43,34.06,34.08,1859080,0.0,0.0
BHP.AX,2020-03-03 13:00:00+11:00,34.08,34.19,34.03,34.19,552175,0.0,0.0
BHP.AX,2020-03-03 14:00:00+11:00,34.19,34.2,33.98,34.17,1031380,0.0,0.0
BHP.AX,2020-03-03 15:00:00+11:00,34.17,34.32,33.97,34.13,1731078,0.0,0.0
BHP.AX,2020-03-04 10:00:00+11:00,33.75,33.96,33.44,33.64,0,0.0,0.0
BHP.AX,2020-03-04 11:00:00+11:00,33.63,33.76,33.55,33.58,960440,0.0,0.0
BHP.AX,2020-03-04 12:00:00+11:00,33.58,33.8,33.58,33.73,945434,0.0,0.0
BHP.AX,2020-03-04 13:00:00+11:00,33.73,33.74,33.55,33.62,834072,0.0,0.0
BHP.AX,2020-03-04 14:00:00+11:00,33.62,33.8,33.61,33.65,951672,0.0,0.0
BHP.AX,2020-03-04 15:00:00+11:00,33.63,33.76,33.57,33.67,1360803,0.0,0.0
BHP.AX,2020-03-05 10:00:00+11:00,34.12,34.15,33.68,33.8,0,0.994036,0.0
BHP.AX,2020-03-05 11:00:00+11:00,33.8,33.85,33.56,33.73,996363,0.0,0.0
BHP.AX,2020-03-05 12:00:00+11:00,33.73,33.75,33.27,33.29,1211593,0.0,0.0
BHP.AX,2020-03-05 13:00:00+11:00,33.3,33.45,33.26,33.35,751013,0.0,0.0
BHP.AX,2020-03-05 14:00:00+11:00,33.35,33.41,33.27,33.33,561715,0.0,0.0
BHP.AX,2020-03-05 15:00:00+11:00,33.32,33.43,33.24,33.26,1105437,0.0,0.0
BHP.AX,2020-03-06 10:00:00+11:00,32.69,32.87,32.5,32.73,0,0.0,0.0
BHP.AX,2020-03-06 11:00:00+11:00,32.72,32.9,32.69,32.83,556519,0.0,0.0
BHP.AX,2020-03-06 12:00:00+11:00,32.84,32.85,32.6,32.69,575357,0.0,0.0
BHP.AX,2020-03-06 13:00:00+11:00,32.69,32.69,32.47,32.54,773217,0.0,0.0
BHP.AX,2020-03-06 14:00:00+11:00,32.55,32.58,32.34,32.35,627729,0.0,0.0
BHP.AX,2020-03-06 15:00:00+11:00,32.35,32.48,32.29,32.36,1208879,0.0,0.0
BHP.AX,2020-03-09 10:00:00+11:00,28.82,29.93,27.98,29.14,0,0.0,0.0
BHP.AX,2020-03-09 11:00:00+11:00,29.15,29.19,28.35,28.36,2469970,0.0,0.0
BHP.AX,2020-03-09 12:00:00+11:00,28.36,28.43,28.04,28.14,2157276,0.0,0.0
BHP.AX,2020-03-09 13:00:00+11:00,28.14,28.31,28.05,28.25,2053458,0.0,0.0
